tolerance,iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
0.5,1,0,1.7310763888888892,7.086813891644623,2.662107039854826,113.77732144836898,5,5
0.5,1,1,1.6696428571428572,5.397356859410431,2.323221224810593,138.65771271299909,2,2
0.5,1,2,1.2492559523809523,2.1881067531179146,1.479225051544867,157.51800871956073,4,4
0.5,1,3,1.1867559523809526,2.8365818983843534,1.6842155142333637,136.9361446903182,2,2
0.5,1,4,0.9797619047619055,1.648360969387756,1.283885107549642,78.0211599533779,6,6
0.5,1,5,1.1251488095238096,3.0517789824263044,1.7469341665976725,90.20616375380213,6,6
0.5,1,6,0.9816716269841269,2.3185918997228523,1.5226923194535567,91.93861816882911,7,7
0.5,1,7,0.9627976190476205,1.712417446145129,1.3085936902435107,93.35873908488439,6,6
0.5,1,8,1.2193452380952383,2.1950524474836257,1.481570939065567,107.82432293131517,3,3
0.5,1,9,1.2157076719576723,2.625838592188419,1.6204439491042013,93.02285412201302,3,3
0.5,1,10,1.1227678571428574,2.9220559630102017,1.7094022238812612,94.45076985798504,6,6
0.5,1,11,0.9765624999999998,2.287669625141723,1.512504421527991,83.7243648761339,6,6
0.5,1,12,1.0111111111111104,2.2616976489669907,1.5038941614910906,85.46224111977094,5,5
0.5,1,13,1.627827380952381,6.176809630102041,2.4853188186029658,123.24989183835535,2,2
0.5,1,14,1.3999751984126987,4.635081264566011,2.152923887313718,114.8905730051313,7,7
0.5,1,15,1.286458333333334,3.732295652636054,1.9319150221052823,111.53445084103365,4,4
0.5,1,16,0.8502480158730157,1.6559432443888045,1.2868345831492114,78.23367379980161,6,6
0.5,1,17,1.0568948412698416,2.5750457451499136,1.6046949071863827,105.98915943159164,4,4
0.5,1,18,1.2113839285714296,2.4589893353174626,1.568116492903975,119.12291310946452,4,4
0.5,1,19,1.1307870370370372,3.8128215020576137,1.9526447454817821,40.11595047898203,8,8
0.5,1,20,1.061541005291005,2.444345762996556,1.5634403611895644,89.81929065271727,4,4
0.5,1,21,1.4553075396825395,3.7839254515463594,1.9452314647738864,108.68502305381624,3,3
0.5,1,22,0.09345238095238094,0.01874779541446209,0.1369225891314581,31.581982975736928,4,4
0.5,1,23,1.5654017857142857,5.659369242488662,2.3789428834019244,127.44216244084616,1,1
0.5,1,24,0.9406250000000002,2.095413920776644,1.447554462110716,62.782721494644946,7,7
0.5,1,25,1.6310763888888888,6.360607943987779,2.522024572439329,115.64504959484584,7,7
0.5,1,26,1.308482142857143,2.3432142857142866,1.5307561156873706,127.18513904078984,3,3
0.5,1,27,0.9046874999999999,2.8043007133408904,1.6746046438908768,45.113978317328204,4,4
0.5,1,28,1.3797619047619045,4.329864742772105,2.0808327041768893,105.65293857458711,3,3
0.5,1,29,1.1408482142857137,2.4546790064405375,1.566741525089744,92.22533294315318,3,3
0.5,1,30,1.4768353174603175,5.0913966049382715,2.2564123304348147,133.46336038833132,1,1
0.5,1,31,1.4959183673469387,3.4160058309037904,1.8482439857615636,136.13100334976087,2,2
0.5,1,32,1.6287863756613747,6.931950080572344,2.6328596773417954,96.34567025297738,5,5
0.5,1,33,0.9062500000000016,2.0551017554012407,1.4335626095156224,44.056203987642526,5,5
0.5,1,34,1.1064484126984127,2.8594561563051135,1.6909926541251188,74.55069012902422,6,6
0.5,1,35,1.1707589285714286,3.2425927402210886,1.8007200615923311,86.5472566393049,6,6
0.5,1,36,1.7456101190476192,6.885500194869616,2.624023665074234,142.75809274622097,4,4
0.5,1,37,0.6215277777777757,0.9172935956790087,0.9577544547946559,46.755038672760044,5,5
0.5,1,38,1.081845238095238,2.695099914965987,1.641675947002327,129.83569928692523,2,2
0.5,1,39,1.3208333333333333,4.249606186224489,2.061457296725908,83.50799257332955,7,7
0.5,1,40,1.7643601190476188,7.13058301445578,2.6703151526469266,142.43425014550226,3,3
0.5,1,41,1.4147652116402116,3.091354891686613,1.7582249263636929,104.32686390752488,3,3
0.5,1,42,1.0367559523809522,1.9864851820357767,1.409427253190379,83.05318201352866,7,7
0.5,1,43,1.5276785714285714,3.329529635928446,1.824699875576377,116.80114886357087,4,4
0.5,1,44,1.2390625000000006,4.0889357461734726,2.0221117046724872,72.92469951167674,7,7
0.5,1,45,1.1358134920634924,2.452888794406653,1.566170103918043,141.98097735842188,5,5
0.5,1,46,1.070982142857144,2.4860261656746063,1.5767137234370119,89.06975934960266,5,5
0.5,1,47,1.541617063492064,5.007774510267073,2.2378057355961607,113.12789398360938,5,5
0.5,2,0,1.1904265873015873,2.038711213073193,1.4278344487625982,84.13972532287515,8,8
0.5,2,1,1.2113095238095237,2.1027140022675734,1.450073792007694,99.88622181589069,5,5
0.5,2,2,0.9419642857142854,1.2351677650226758,1.1113810170336165,97.2243406268982,10,10
0.5,2,3,0.8519345238095237,1.177913743622449,1.0853173469646789,90.30212485093213,9,9
0.5,2,4,0.6800595238095236,0.6555782312925166,0.8096778564914052,50.00824637062616,13,13
0.5,2,5,0.7223214285714288,0.7887953514739231,0.8881415154545603,65.43924571894013,12,12
0.5,2,6,0.5012400793650792,0.43548178067523335,0.659910433828132,57.63119176165343,9,9
0.5,2,7,0.8032738095238104,0.8908772675736985,0.9438629495714399,77.52276105053552,13,13
0.5,2,8,1.223412698412698,3.4646891042296537,1.8613675360416206,102.6294286938763,8,9
0.5,2,9,0.711541005291005,0.8375573421884179,0.9151815897342002,57.33285493410016,7,7
0.5,2,10,0.9665178571428574,1.3690053677721092,1.1700450280959742,82.85916182480403,13,13
0.5,2,11,0.9847470238095237,1.1198868870464855,1.0582470822291388,85.49350713829428,12,12
0.5,2,12,0.8575396825396824,1.1061792957923913,1.0517505863047527,74.01223088208617,11,11
0.5,2,13,0.7202380952380956,0.9230335884353748,0.9607463705033575,74.09975739709549,13,13
0.5,2,14,1.154117063492063,1.8794265026612482,1.3709217711675776,89.6745599269361,9,9
0.5,2,15,0.8642113095238102,1.7888432716836753,1.3374764564969641,91.5333979081828,7,8
0.5,2,16,0.6076223544973545,0.5519243538464769,0.7429161149460125,65.7769276156787,8,8
0.5,2,17,0.8103670634920641,1.0023832947530884,1.0011909382096347,82.77682975803786,10,10
0.5,2,18,1.1382440476190459,1.7846217757936456,1.3358973672380845,99.56508855650117,6,6
0.5,2,19,0.5115740740740744,0.7503215020576143,0.8662110031958808,22.80427561488677,11,11
0.5,2,20,0.9838624338624334,1.5928018641870318,1.2620625436906967,77.27841576299923,10,10
0.5,2,21,1.0161458333333333,1.4788504267447722,1.2160799425797517,74.94381363463987,5,5
0.5,2,22,0.09345238095238094,0.01874779541446209,0.1369225891314581,31.581982975736928,12,12
0.5,2,23,0.8163690476190477,1.0175537662981862,1.008738700704095,80.83078384549724,6,6
0.5,2,24,0.9742559523809523,2.046902016014739,1.4306998343519646,68.87884083681965,10,14
0.5,2,25,1.1212301587301585,1.7294943527179392,1.31510241149423,103.32301311900439,13,13
0.5,2,26,1.1617559523809524,1.4754315476190476,1.2146734324990596,106.35803710893971,4,4
0.5,2,27,0.14890873015873038,0.04996043556311432,0.22351831147159804,21.78288568196581,8,8
0.5,2,28,1.0834821428571424,1.5843290284863931,1.258701326163754,87.4108664167875,10,10
0.5,2,29,0.6990575396825389,0.7516842147738712,0.8669972403496283,58.36220825825153,6,6
0.5,2,30,1.4768353174603175,5.0913966049382715,2.2564123304348147,133.46336038833132,2,4
0.5,2,31,1.2056122448979592,2.0540160349854224,1.433183880381517,100.69468784454199,3,3
0.5,2,32,0.5557374338624332,0.7697373656252635,0.8773467761525447,48.50693908608741,12,12
0.5,2,33,0.7562500000000002,1.1548413387345673,1.074635444573911,44.2047426972391,14,15
0.5,2,34,0.8432043650793655,1.0489278824955912,1.024171803212523,65.652600183148,12,12
0.5,2,35,1.101934523809524,2.049140359268707,1.431481875284737,78.36009200421962,12,12
0.5,2,36,1.4599702380952384,2.885500194869617,1.6986760123312559,119.77006879412512,7,7
0.5,2,37,0.24652777777777568,0.11781442901234354,0.3432410654515912,20.489004065982524,10,10
0.5,2,38,0.7857142857142858,0.8301445578231293,0.9111226908727108,99.38017097095424,9,9
0.5,2,39,0.7298611111111113,0.8884578727324267,0.942580433030745,47.97014319474081,13,14
0.5,2,40,1.4967261904761902,2.9926737882653054,1.7299346196504957,119.99435042663941,4,4
0.5,2,41,0.9018353174603173,1.176498740892962,1.0846652667495913,68.4807411135629,7,7
0.5,2,42,0.6942956349206351,0.7675119677500635,0.8760776037258705,46.69313990034888,14,14
0.5,2,43,1.0390873015873017,1.3143882668808269,1.1464677347753085,101.8113080892249,8,8
0.5,2,44,0.8663690476190484,1.521673841411567,1.2335614461434692,57.36922345172671,14,14
0.5,2,45,0.6383432539682539,0.8607446971844285,0.9277632764797432,47.202375512936534,8,8
0.5,2,46,0.7892857142857179,0.8487865823412755,0.9212961425846065,65.44125290471132,10,10
0.5,2,47,1.0544642857142863,1.5913682602670718,1.261494455107541,81.81931415512373,10,10
0.5,3,0,1.3332837301587301,2.942939883708113,1.7154998932404844,92.03156376180944,11,12
0.5,3,1,0.9360119047619049,1.0064838435374153,1.003236683707995,77.9489627485525,7,7
