tolerance,iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
0.5,1,0,1.4766369047619048,4.957324804343033,2.2265050649713403,117.72257408617497,5,5
0.5,1,1,1.6830357142857144,6.552118764172337,2.559710679778544,132.5526234296171,2,2
0.5,1,2,1.5260416666666665,5.424713895975056,2.32910152118259,115.42082994970562,1,1
0.5,1,3,1.236235119047619,3.515153326955782,1.874874216302465,123.40179789709462,2,2
0.5,1,4,0.927083333333332,1.6753698979591825,1.2943608067147208,78.41681037731341,6,6
0.5,1,5,1.1424107142857145,1.8498444586167808,1.3600898715220184,98.54187869572306,6,6
0.5,1,6,0.9954613095238102,1.3679966616276151,1.1696138942521224,101.42521353187736,4,4
0.5,1,7,0.9440476190476197,1.8918817318594137,1.3754569174857545,92.84189521271018,7,7
0.5,1,8,1.1328373015873026,2.6967637570074343,1.6421826198713205,101.04744390365892,4,4
0.5,1,9,1.1136243386243383,2.494067758855084,1.579261776544688,87.74388985601817,4,4
0.5,1,10,1.186755952380951,2.586267272534009,1.6081875738028848,101.04043149711153,7,7
0.5,1,11,1.0364583333333333,1.7794851013322,1.333973426021748,93.08547837897645,6,6
0.5,1,12,1.2736111111111124,3.7631857442050944,1.9398932301044547,125.7662346434243,6,6
0.5,1,13,1.4077380952380953,2.9498751062925175,1.7175200453830277,127.60814960511972,3,3
0.5,1,14,1.3999751984126985,4.6265991217088684,2.1509530728746427,115.40655797202209,7,7
0.5,1,15,1.4694940476190481,3.2140664859693917,1.7927817731027365,129.70152519017972,4,4
0.5,1,16,1.1103918650793652,3.2618584229602345,1.8060615778428581,72.5924635005051,2,2
0.5,1,17,1.031051587301587,2.566836419753088,1.6021349567851917,105.01518760794009,5,5
0.5,1,18,1.2316964285714282,2.4184387400793654,1.5551330297049721,123.39158672875237,4,4
0.5,1,19,1.0057870370370368,3.062821502057611,1.7500918553200604,37.78335053486843,6,6
0.5,1,20,0.9899636243386245,1.8405883225203685,1.3566828378513411,95.50384826093497,4,4
0.5,1,21,1.2975446428571429,3.0871248563082636,1.75702158675079,104.78720886830413,3,3
0.5,1,22,0.5595238095238095,0.7250970017636686,0.8515262777881072,187.12385282431293,8,8
0.5,1,23,1.4059523809523808,3.201407932964852,1.789247867950344,138.80716766447088,2,2
0.5,1,24,0.7308035714285717,1.3382710636337873,1.1568366624695932,50.12813598280328,7,7
0.5,1,25,1.4868551587301588,3.472215086844923,1.8633880666261988,124.68061583680814,5,5
0.5,1,26,1.1839285714285714,2.61375,1.6167096214224743,114.48578324751905,3,3
0.5,1,27,0.7424851190476194,1.8310864276266072,1.3531764214715711,41.4801397180144,2,2
0.5,1,28,1.4207589285714284,4.513439891581631,2.1244857946292863,107.08783670877872,5,5
0.5,1,29,1.332242063492063,2.789054006440539,1.670046109076195,107.91111651660108,2,2
0.5,1,30,1.2875992063492063,3.011039462081129,1.735234699422856,131.91032566296155,2,2
0.5,1,31,1.2928571428571427,3.9772303206997073,1.9942994561248086,118.13632140168195,3,3
0.5,1,32,0.9334077380952392,2.2560634238263266,1.5020197814364253,57.55276621797777,6,6
0.5,1,33,1.119097222222222,3.127671199845678,1.7685223209916459,63.99570946045405,6,6
0.5,1,34,1.0295138888888893,2.519004767416226,1.5871372868835971,81.92595784346182,6,6
0.5,1,35,1.1484375,3.193857621173469,1.7871367102640663,80.84309937363153,6,6
0.5,1,36,1.7456101190476194,6.885500194869618,2.6240236650742346,142.75809274622094,2,2
0.5,1,37,0.6215277777777757,0.9615644290123416,0.9805939164671285,44.394804497568224,7,7
0.5,1,38,1.0714285714285716,2.687287414965987,1.6392947919657364,123.25103018393371,5,5
0.5,1,39,0.8975694444444446,1.9306577735260768,1.3894811166496928,55.34551686825813,7,7
0.5,1,40,1.626785714285714,5.720463966836734,2.391749143793457,139.26661001118399,2,2
0.5,1,41,1.3742890211640209,4.184063225019946,2.045498282820092,97.36958443875,3,3
0.5,1,42,0.8399305555555556,1.7102823050516507,1.307777620641847,63.93940890439984,7,7
0.5,1,43,1.147420634920635,1.8993213025951121,1.3781586637956864,97.97947801313691,4,4
0.5,1,44,1.1765625000000006,3.6514357461734726,1.9108730324575394,70.31373345423549,6,6
0.5,1,45,1.1252976190476187,2.6783848261526844,1.6365771677964607,70.72931812201927,4,4
0.5,1,46,0.9944196428571421,1.7779904513888911,1.3334130835524642,88.57978387340115,5,5
0.5,1,47,1.541617063492064,5.007774510267073,2.2378057355961607,113.12789398360938,6,6
0.5,2,0,1.0942956349206348,1.872230558311287,1.3682947629481328,80.39852552346953,8,8
0.5,2,1,1.7053571428571428,6.6414044784580515,2.57709225260914,131.5319940299548,2,4
0.5,2,2,1.1919642857142858,2.032972824546485,1.4258235601035931,109.71504559135158,6,6
0.5,2,3,0.9456845238095237,1.2606890412414966,1.1228040974459865,106.43921764545776,8,8
0.5,2,4,0.5251488095238109,0.40332748724489975,0.6350806934909136,46.02257021723456,13,13
0.5,2,5,1.0486607142857143,1.320752196712018,1.149239834287003,85.38090335982098,11,12
0.5,2,6,0.8194196428571423,0.9130859473418992,0.9555553083636232,81.78980246494729,7,7
0.5,2,7,0.8261904761904755,0.921569231859408,0.9599839747930212,77.99121717347718,14,14
0.5,2,8,0.9871527777777778,1.531281366134417,1.2374495408437538,85.3419554487057,5,6
0.5,2,9,0.8802910052910055,1.235994842188419,1.111753049102371,68.03804050788672,8,8
0.5,2,10,1.1703869047619038,1.8413081951530583,1.3569481180771277,93.52988274669376,7,7
0.5,2,11,0.7034970238095237,0.6894553394274375,0.830334474430297,61.33636240175736,12,12
0.5,2,12,0.8578373015873011,1.0217050894431827,1.010794286412019,75.92694265796611,10,10
0.5,2,13,1.0504464285714288,1.4944249574829935,1.2224667510746432,91.02078602753372,9,9
0.5,2,14,1.112450396825397,1.753682455042203,1.324266761284222,92.87372989641207,10,10
0.5,2,15,1.0944940476190481,1.6941632121598653,1.301600250522358,92.73545297179429,8,8
0.5,2,16,0.9845155423280422,1.6090641107909214,1.2684889084225062,95.31625561554957,4,4
0.5,2,17,0.8268849206349204,0.9616218860229273,0.980623213075709,81.18226486199099,9,9
0.5,2,18,1.0281994047619056,1.2345101686507964,1.1110851311446825,96.95262863136459,6,6
0.5,2,19,1.1307870370370372,3.8128215020576137,1.9526447454817821,40.11595047898203,12,12
0.5,2,20,0.943857473544974,1.3943839987769815,1.180840378195538,79.51153024019337,10,10
0.5,2,21,1.0707589285714287,1.6918123563082645,1.3006968733368527,79.40576570019725,5,5
0.5,2,22,0.20079365079365083,0.07241843033509704,0.2691067266626701,73.7450885846399,9,9
0.5,2,23,1.0401041666666668,2.609443647250568,1.6153772461101983,106.88652696473058,4,5
0.5,2,24,0.7334077380952381,0.6284496350623583,0.7927481536164926,59.50387402588857,14,14
0.5,2,25,1.3044394841269842,2.182110920178257,1.477196980831689,113.42376270641408,13,13
0.5,2,26,0.945089285714286,1.0343601190476195,1.0170349645157828,92.69582759171473,6,6
0.5,2,27,1.06202876984127,3.8838611052059733,1.9707514062422924,53.75630696140683,7,7
0.5,2,28,1.0323660714285716,1.4492843856292519,1.203862278514138,85.59042501689166,9,10
