iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
5,0,2.121875,6.09709414958113,2.469229464748291,478.50339650816585,7,7
5,1,1.3824404761904763,2.500673185941043,1.5813516958415805,110.8038046341651,7,7
5,2,1.3028273809523805,2.150226757369614,1.466365151444078,137.33064560250412,7,7
5,3,1.2224702380952384,2.1401533269557826,1.4629262889687171,117.66608097131291,7,7
5,4,1.687648809523809,5.137823394982986,2.2666767292631267,126.27330799838691,7,7
5,5,1.2754464285714282,2.2130885062358265,1.4876452891182852,102.32858473175426,7,7
5,6,1.1829613095238103,2.04336868543714,1.4294644750525072,129.04829708648793,7,7
5,7,1.1038690476190465,1.5876778628117885,1.2600308975623529,102.21215101618715,7,7
5,8,1.4780753968253968,3.3971357808169573,1.8431320573461245,131.92740055538758,7,7
5,9,1.2927910052910054,3.335213592188419,1.8262567158503262,98.58322698603679,7,7
5,10,1.6802083333333342,4.8366392963435425,2.199236071080943,148.58951192948462,7,7
5,11,1.3582589285714284,2.6076101013321997,1.6148096176739224,115.6104009252694,7,7
5,12,1.2834821428571432,2.7567714336892193,1.660352803981497,116.18241381375496,7,7
5,13,1.939732142857143,6.693104272959185,2.58710345231094,194.83439163286914,7,7
5,14,1.031473214285714,1.569419062185059,1.2527645677401078,86.87885917233665,7,7
5,15,1.3976934523809539,2.3263246704932015,1.5252293829103876,121.85333434283403,7,7
5,16,0.9999999999999998,1.7715806451824547,1.3310073798377133,73.90167683917174,7,7
5,17,1.0395833333333342,1.5284993661816606,1.2363249436057093,103.66725454784125,7,7
5,18,1.095163690476189,1.4090079365079324,1.187016401111599,98.91714784562963,7,7
5,19,1.6273148148148149,5.400784465020577,2.3239587915926085,476.6594610330153,7,7
5,20,0.8786954365079365,1.3640989355329323,1.167946460901754,73.72027495122005,7,7
5,21,1.4197420634920634,2.281924790170698,1.5106041143101319,234.6869688015301,7,7
5,22,0.487896825396826,0.6510890652557336,0.806900901756674,198.9028642715059,7,7
5,23,1.2658482142857144,2.272538885345805,1.5074942405680378,114.96855615027437,7,7
5,24,1.4926339285714283,2.5572256767290247,1.5991327889606368,109.68475122463401,7,7
5,25,1.531622023809524,3.0987031820830175,1.7603133761018286,131.76885326224595,7,7
5,26,1.6293154761904771,4.397306547619053,2.096975571536076,139.01614182867553,7,7
5,27,1.5787450396825398,7.636327829743008,2.7633906400910835,707.221724782886,7,7
5,28,1.4528273809523813,2.94060693027211,1.7148197952764919,120.09045709534104,7,7
5,29,1.5413690476190478,3.3228027663611743,1.8228556625144994,280.47510149521014,7,7
5,30,1.2438492063492064,2.263896604938272,1.5046250712181661,115.45632729758452,7,7
5,31,1.2857142857142856,1.9716747651441526,1.4041633683956267,143.86794106778612,7,7
5,32,1.725537367724868,7.770231330572355,2.787513467334706,121.14364132751123,7,7
5,33,1.1312499999999996,2.6558830054012375,1.6296880086081622,84.38446450079485,7,7
5,34,1.6478174603174605,4.154588844797179,2.03828085523001,129.4297822581477,7,7
5,35,1.5807291666666665,2.788723692602041,1.6699472125196178,117.64149137227929,7,7
5,36,1.6136160714285723,3.4038293429350936,1.844946975643228,140.6446761811531,7,7
5,37,0.8333333333333313,1.2046199845678962,1.0975518140697942,269.8434227128104,7,7
5,38,1.7291666666666674,4.6374362244898,2.1534707391765973,237.54865548642329,7,7
5,39,1.5474206349206348,3.1762368905895695,1.7822000141930112,215.52152642020582,7,7
5,40,1.5267857142857144,3.1455267458545926,1.7735632906255678,122.500367833285,7,7
5,41,2.216997354497356,6.617160943273925,2.57238429152293,246.08286063499048,7,7
5,42,1.2922619047619057,2.2313016502897485,1.4937542134801658,93.92331838350064,7,7
5,43,1.5333333333333334,3.4962211041824154,1.869818468242951,122.80501467531289,7,7
5,44,1.1279017857142848,2.138321906887753,1.4623002109306258,126.27631994620492,7,7
5,45,1.3814484126984126,2.698474111866969,1.642703293923455,299.9756783334745,7,7
5,46,1.125,1.2854867311507947,1.133793072456696,91.72194304717067,7,7
5,47,1.3652281746031738,2.9143965340765923,1.7071603715165697,399.0704554820381,7,7
10,0,10.4986607142857,180.07805893132667,13.41931663428979,1864.9611547421518,12,12
10,1,4.166666666666672,25.071404478458128,5.007135356514554,343.86507633178394,12,12
10,2,1.5565476190476197,3.7342377054988702,1.9324175805189907,124.43645832409844,12,12
10,3,0.9523809523809523,1.144369596797052,1.0697521193234683,100.07522750261553,12,12
10,4,0.915178571428571,1.066637967687074,1.032781665061437,70.972275589844,12,12
10,5,1.634030388471178,3.1820918121981028,1.783841868607782,134.01298291929103,12,12
10,6,1.7958085317460322,3.867362671052219,1.9665611282266868,376.68806238137387,12,12
10,7,4.333630952380915,26.11758857709708,5.11053701455112,406.18558240827775,12,12
10,8,2.117757936507937,8.533220850261404,2.9211677203237416,577.9705932577059,12,12
10,9,1.6367776537698409,4.066910420394798,2.016658230934235,123.41207541132664,12,12
10,10,1.8173363095238098,5.071535129676874,2.2520069115517547,156.60309003136243,12,12
10,11,1.4300595238095237,3.0520545457766435,1.7470130353768525,123.40777378898954,12,12
10,12,0.7749007936507938,0.8085974505542961,0.8992204682692093,71.05737603399125,12,12
10,13,4.300892857142869,25.599968112245058,5.059641105082954,315.6371607381032,12,12
10,14,1.9246031746031749,4.691015044327918,2.1658751220529586,163.08031776217499,12,12
10,15,1.3015252976190474,2.1014994926193147,1.4496549564014585,124.17309117232485,12,12
10,16,1.0132357804232788,1.5007679798385354,1.2250583577277188,272.1764053845462,12,12
10,17,0.9800595238095245,1.4173386518959463,1.1905203282161738,95.97744975977476,12,12
10,18,1.0525078781512616,1.5961050501695793,1.2633705118331595,97.73914610871643,12,12
10,19,0.8151455026455023,1.567923542873939,1.2521675378614234,235.47966529640289,12,12
