iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
5,0,1.9444196428571425,4.906084724977951,2.2149683349831326,133.6041534471006,7,7
5,1,1.6636904761904763,3.793071145124717,1.947580844310376,133.5706757914986,7,7
5,2,1.3489583333333333,2.5243232709750565,1.5888119054737273,125.14160239229439,7,7
5,3,1.3891369047619049,2.7043894380668942,1.6445027935722378,138.54199436362796,7,7
5,4,1.865178571428571,4.968710671768703,2.2290604908276275,147.48841148195035,7,7
5,5,1.9061011904761902,4.655350410997729,2.1576261054681667,160.5255425429829,7,7
5,6,1.5856398809523813,4.967661840199042,2.228825215264544,145.60319561583935,7,7
5,7,1.6491071428571416,3.9900960175736895,1.9975224698545169,146.8396774291828,7,7
5,8,1.8195436507936518,4.865265741134422,2.205734739522054,465.30060177331796,7,7
5,9,2.4173115079365077,11.391463592188416,3.3751242335932488,184.03806084640988,7,7
5,10,1.5142113095238101,2.692328935480443,1.6408317815914109,131.68388113966233,7,7
5,11,1.7332589285714282,3.5741279584750547,1.8905364208274473,151.01412857056337,7,7
5,12,1.718303571428572,3.7816629267447732,1.9446498211104162,166.73640451421076,7,7
5,13,2.607440476190477,11.419545865221092,3.3792818564335665,226.94169046168636,7,7
5,14,1.2417658730158725,2.1622204014707718,1.4704490475602245,98.84175788050572,7,7
5,15,1.3203124999999996,2.7035568133503385,1.6442496201460222,115.45724244221454,7,7
5,16,1.8013558201058202,5.1664673846004465,2.2729864461981393,317.2654020398615,7,7
5,17,1.373759920634921,2.9355120149911826,1.713333597111544,138.87667711357622,7,7
5,18,1.221577380952379,2.157563244047614,1.4688646105232483,106.22403290931884,7,7
5,19,1.6273148148148149,5.2680684156378605,2.2952273124110953,405.8185248214269,7,7
5,20,2.2283812830687824,7.149818646594438,2.6739144800450214,382.44207236796234,7,7
5,21,1.2520089285714286,2.359818308689217,1.5361700129507856,92.56956523392618,7,7
5,22,0.09345238095238094,0.01874779541446209,0.1369225891314581,31.581982975736928,7,7
5,23,1.4729166666666667,3.042497962726757,1.7442757702630503,150.23957350448578,7,7
5,24,1.4709077380952387,3.0791750814909316,1.754757841267829,109.208325291017,7,7
5,25,1.164657738095238,1.8819125074798442,1.37182816251885,85.7749785267478,7,7
5,26,1.2683035714285713,1.79109375,1.3383175071708506,117.05340317271822,7,7
5,27,1.772073412698414,5.9761943145313765,2.444625598027513,789.7984677230171,7,7
5,28,2.1697916666666677,7.973205516581638,2.8236865117398633,186.17219028487935,7,7
5,29,1.8122767857142859,5.198720425091333,2.280070267577588,152.32754537887405,7,7
5,30,1.2438492063492064,2.55667438271605,1.598960406863175,118.50323121286053,7,7
5,31,1.1714285714285713,1.6882563977972138,1.299329210707284,101.11510486844284,7,7
5,32,1.6287863756613747,4.688332355704621,2.1652557252446236,190.92758609083575,7,7
5,33,1.3187499999999996,3.2328578317901253,1.798014969845948,446.3665862098515,7,7
5,34,1.223015873015873,2.6126865630511382,1.6163806986756364,98.59009984324652,7,7
5,35,1.4456845238095244,3.2319900616496624,1.7977736402700042,108.1095311660758,7,7
5,36,1.6630208333333345,3.009638339710889,1.7348309253961578,152.87998538102548,7,7
5,37,1.9409722222222223,10.216772762345673,3.1963686837324747,190.37572465575212,7,7
5,38,1.2068452380952381,2.2507249149659874,1.5002416188621044,133.7576480649024,7,7
5,39,1.1940476190476188,2.4494666772959177,1.5650772112889249,74.39211351761134,7,7
5,40,1.626785714285714,3.6246975977891154,1.903863860098488,132.3391412906346,7,7
