iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
5,0,1.7606646825396823,4.911813891644621,2.2162612417412846,121.83884670128018,7,7
5,1,1.7232142857142856,3.971761621315192,1.9929279016851542,143.6138639214164,7,7
5,2,1.098958333333333,1.8960680626417235,1.376977872967363,96.05826497809826,7,7
5,3,1.0974702380952384,1.700153326955783,1.3038992779182688,107.82493426184934,7,7
5,4,1.5752976190476162,3.224551445578221,1.795703607385757,130.90546520151057,7,7
5,5,1.4397321428571428,3.6404601580215443,1.907998993191963,112.25463862332259,7,7
5,6,1.70265376984127,4.786101820357773,2.1877161196914403,566.0599956664878,7,7
5,7,1.0026785714285718,1.1749918509070292,1.0839704105311312,104.87306162800087,7,7
5,8,1.247123015873016,2.5138644514518766,1.5855170927655988,106.83664151804035,7,7
5,9,2.036541005291005,7.7551292667915925,2.784803272547559,452.24837716351675,7,7
5,10,1.2766369047619048,2.4832166772959163,1.5758225399123837,110.94180159396888,7,7
5,11,1.7894345238095228,5.748979148951243,2.3977028900493993,160.59737423897275,7,7
5,12,3.2444940476190447,20.995564216427283,4.58209168572905,302.48498906970815,7,7
5,13,1.7532738095238096,4.557538796768707,2.1348392906185483,164.68848224699596,7,7
5,14,1.2410466269841265,2.0995901931374394,1.4489962709190936,261.7868150423258,7,7
5,15,1.8991815476190488,5.110922884778914,2.260735031970557,164.53335419117255,7,7
5,16,1.2316468253968251,3.2913227086745196,1.8142002945304907,84.18609636264256,7,7
5,17,0.9135416666666675,1.0963007054673737,1.0470437934811387,92.26931676527558,7,7
5,18,1.3249999999999997,2.3889186507936504,1.5456127104788089,122.7703001286659,7,7
5,19,1.7106481481481484,5.928562242798356,2.4348639064223603,478.989256528744,7,7
5,20,1.2526124338624345,3.8236343708007925,1.95541156046516,97.5618411870095,7,7
5,21,1.7803075396825403,4.714828229324141,2.171365521814358,131.66278681245345,7,7
5,22,0.4587301587301587,0.5927557319223986,0.7699063137307023,117.35126159450675,7,7
5,23,1.629389880952381,6.1552769805839,2.48098306737146,139.46011742982677,7,7
5,24,1.432217261904762,3.0184607957766443,1.7373718070052375,102.37141107471493,7,7
5,25,1.250669642857143,2.4719081672020655,1.5722303162075413,88.33459373201482,7,7
5,26,1.2683035714285713,2.0819791666666667,1.4429064996272858,115.31713178508713,7,7
5,27,1.125,4.4493155942932745,2.109340085025,50.26748679171199,7,7
5,28,1.9165178571428567,5.969857302295917,2.4433291432584183,144.9999953041286,7,7
5,29,1.434027777777778,3.5585418536627618,1.8864097788292875,114.40811065114534,7,7
5,30,1.2518849206349207,2.687825176366843,1.639458805937753,115.00724736619415,7,7
5,31,1.3306122448979592,2.580291545189504,1.606328591910604,110.62509306893907,7,7
5,32,1.786524470899471,8.417131132159657,2.9012292450200583,120.64227550711868,7,7
5,33,1.4569444444444433,3.7476364776234528,1.935881318062513,91.00285489718911,7,7
5,34,1.572817460317461,3.5284603725749584,1.878419647622692,123.94397296646926,7,7
