iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
5,0,2.871875,13.208130855930339,3.634299224875456,770.9847309885994,7,7
5,1,1.4360119047619047,2.6391723356009065,1.6245529648493786,118.2031541636162,7,7
5,2,1.0476190476190468,1.5394832412131496,1.2407591390810504,107.18701816290208,7,7
5,3,1.2224702380952381,2.140153326955782,1.4629262889687171,118.94074007645403,7,7
5,4,1.7574404761904778,5.513465136054428,2.3480769016483314,151.07084346551753,7,7
5,5,1.5391369047619048,3.694189696712019,1.9220274963465063,127.43568875995754,7,7
5,6,0.875,0.9438399155958686,0.9715142384936355,81.9652612991273,7,7
5,7,1.380952380952382,3.392447208049891,1.8418597145412272,133.44925503357695,7,7
5,8,1.461656746031746,2.909072319755447,1.7056002813541769,260.3086584748767,7,7
5,9,1.7293816137566138,5.236544610706939,2.2883497570753772,275.48275809745275,7,7
5,10,1.168377976190476,1.9835514987244882,1.4083861326797025,91.01458361429034,7,7
5,11,1.6722470238095237,3.9535922441893425,1.9883642131635095,145.28809555626987,7,7
5,12,1.6367559523809512,3.7828410021415904,1.944952699204171,143.32986434180546,7,7
5,13,1.4254464285714286,3.0174346301020405,1.737076460637827,116.61990960839384,7,7
5,14,1.4088789682539689,3.225445847899349,1.7959526296368034,141.49227314926983,7,7
5,15,1.7087053571428588,4.186443718112254,2.046080085947824,151.06909443746156,7,7
5,16,0.982432208994709,1.619221738656883,1.2724864394785835,222.94273002730677,7,7
5,17,1.0395833333333342,1.3744908096340414,1.1723868003496292,104.26727650196952,7,7
5,18,1.095163690476189,1.6413856336805523,1.2811657323237116,99.0781854666932,7,7
5,19,1.6273148148148149,6.5535622427983595,2.559992625535933,157.8752480808673,7,7
5,20,1.1511656746031749,1.9596462755626947,1.399873664143552,92.49953723097468,7,7
5,21,1.385342261904762,2.354225550752708,1.534348575374158,104.94455552180919,7,7
5,22,0.2597222222222222,0.1947398589065255,0.4412933932278224,38.74643348518647,7,7
5,23,1.3555059523809523,2.533997218679138,1.591853391075679,126.16036282996336,7,7
5,24,1.176190476190476,1.493609605300453,1.2221332191297531,87.09828954031138,7,7
5,25,1.2133432539682538,2.255325205892542,1.5017740195823546,92.88470567134503,7,7
5,26,1.1209821428571427,1.4173958333333327,1.1905443432872767,103.94664414496273,7,7
5,27,0.24248511904761927,0.15549118953136837,0.3943237116017351,29.848157636750322,7,7
5,28,1.522098214285716,3.3098870642006863,1.8193095020366068,116.91468753092657,7,7
5,29,1.3014384920634916,2.7783025183452987,1.6668240814031032,142.83417336129017,7,7
5,30,1.2875992063492063,2.5038966049382716,1.582370564987314,128.62558593539023,7,7
5,31,1.4877551020408164,4.405597667638484,2.098951563909583,127.71250925137609,7,7
5,32,1.7865244708994712,8.417131132159657,2.9012292450200583,120.64227550711884,7,7
5,33,1.5559027777777794,4.1225496720679065,2.0304062825129128,476.9395353940513,7,7
5,34,1.9509920634920639,5.245505263447972,2.290306805528022,153.182160576565,7,7
5,35,1.7358630952380953,5.389542144982992,2.321538745096233,129.09802057920317,7,7
5,36,1.6956101190476198,3.5485024270124748,1.8837469116132546,141.85318117775586,7,7
5,37,2.1875,9.820939429012338,3.133837811535935,507.81537283740016,7,7
5,38,1.1964285714285716,2.181388180272109,1.4769523283681532,163.35027114812516,7,7
5,39,1.5422123015873015,4.495935551303854,2.1203621273980193,485.67511790087747,7,7
5,40,1.331622023809523,2.0328647604875267,1.4257856642874225,109.23521334735165,7,7
5,41,1.507473544973545,4.163650140804778,2.0405024236213927,267.1206778717489,7,7
5,42,1.6084821428571425,3.4394117693373634,1.8545651159604408,114.34943317608987,7,7
5,43,1.3678075396825395,4.49229935319035,2.1195045065274924,87.00654310966863,7,7
5,44,1.7195684523809511,7.727365805697267,2.7798139876073122,95.98119875643233,7,7
5,45,1.4182539682539688,3.138888298374908,1.771690802136453,327.5515110703551,7,7
5,46,1.5254464285714286,3.5794599454365104,1.8919460736068854,133.2317229938385,7,7
5,47,2.065128968253968,7.472729867409929,2.7336294312525116,141.51436868789443,7,7
10,0,6.569146825396826,73.00710159005735,8.544419324334296,706.0559261878938,12,12
10,1,1.5133928571428577,2.769380668934244,1.664145627321793,124.72772360842484,12,12
10,2,1.8605719461697723,5.871796497919428,2.4231790065778114,195.75220052554724,12,12
10,3,1.8511904761904763,5.033010469812926,2.243437199881674,209.2930290002436,12,12
