iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
5,0,1.6934027777777776,4.102240478946207,2.0253988444121833,116.2440921527009,7,7
5,1,1.669642857142857,3.759708049886621,1.9389966606177074,136.05984602457784,7,7
5,2,1.1770833333333326,1.9100654584750536,1.3820511779507492,99.81191281151726,7,7
5,3,1.226934523809524,2.066760469812926,1.4376232016119266,128.52784390998875,7,7
5,4,1.7202380952380962,3.2713148384353765,1.808677649122523,147.54729534355624,7,7
5,5,2.029166666666667,7.28846053004535,2.699714897918917,177.8714958332258,7,7
5,6,1.2425099206349213,2.262602316389521,1.5041949063833187,114.83225178330447,7,7
5,7,1.3383928571428574,2.0060682397959195,1.416357384206373,150.42059033590806,7,7
5,8,2.08060515873016,7.264397685578871,2.6952546606172247,177.33086623592368,7,7
5,9,0.9860615079365078,2.2173099463550856,1.4890634460475771,76.7251113846327,7,7
5,10,1.4555803571428578,3.1867602040816365,1.7851499108146733,127.42872431205434,7,7
5,11,1.7779017857142854,4.342729148951246,2.0839215793669505,153.2261118640801,7,7
5,12,0.9999999999999998,1.0673400100781063,1.0331214885375806,90.37037609696779,7,7
5,13,1.410863095238095,2.8299346301020396,1.6822409548284216,106.93250014467183,7,7
5,14,2.08030753968254,7.654463705042206,2.7666701474953976,159.43337819487448,7,7
5,15,1.0625,1.172492825255103,1.0828170783909454,91.07450050852471,7,7
5,16,0.9999999999999998,1.7715806451824547,1.3310073798377133,73.90167683917174,7,7
5,17,1.159325396825396,1.9740164792768948,1.4049969677109253,113.57977115071832,7,7
5,18,1.2944940476190459,2.2605797371031686,1.5035224431657708,114.33796183982552,7,7
5,19,0.7615740740740744,1.7503215020576148,1.3229971663074773,30.361562900008565,7,7
5,20,0.8786954365079365,1.190933477943647,1.091298986503537,71.52668099653687,7,7
5,21,1.6996527777777777,4.146276642022549,2.036240811402853,132.2416980947628,7,7
5,22,0.2597222222222222,0.1947398589065255,0.4412933932278224,38.74643348518647,7,7
5,23,1.3786458333333336,2.386729268530329,1.5449042910582937,135.02973747093495,7,7
5,24,1.6509672619047606,3.497925081490922,1.870274065876689,118.26411677580859,7,7
5,25,2.3982886904761904,6.718321237638574,2.5919724608179338,332.16996807178725,7,7
5,26,1.4485119047619048,2.936741071428572,1.7136922335788805,137.04832848688616,7,7
5,27,1.125,4.4493155942932745,2.109340085025,50.26748679171199,7,7
5,28,1.3091517857142851,2.137379623724488,1.4619779833241293,103.84595760177278,7,7
