iterations,dataset_id,mae,mse,rmse,mape,unique_subsets,total_subsets
5,0,1.796701388888889,4.355601094025573,2.087007689019275,145.1845878893531,7,7
5,1,3.114583333333333,15.064023526077097,3.8812399469856405,262.39591420429883,7,7
5,2,1.0476190476190466,1.5432034793083882,1.2422574126598676,99.24629356722906,7,7
5,3,1.228050595238095,2.232911263463718,1.4942928974815206,134.9498169293347,7,7
5,4,1.5059523809523803,4.654766754357986,2.1574908468769887,109.33532298485713,7,7
5,5,1.6358630952380944,3.33083404195011,1.8250572708685362,135.29121786183617,7,7
5,6,1.0472470238095242,1.6260323759133293,1.2751597452528562,104.75809774468547,7,7
5,7,1.3083333333333342,2.9468916524943336,1.716651290301654,134.87649237058704,7,7
5,8,2.1136904761904756,8.737686376055047,2.9559577764330545,601.5699386902076,7,7
5,9,2.056464947089947,7.161585946685773,2.67611396369545,396.6990277193074,7,7
5,10,1.8892113095238097,4.596981558248299,2.144057265617758,164.73686543435534,7,7
5,11,2.069196428571429,7.123979148951248,2.6690783332362593,188.91361865468323,7,7
5,12,1.2709821428571433,1.8839570735701718,1.3725731578208034,116.48924228236406,7,7
5,13,1.8778273809523809,8.240351296768708,2.870601208243442,137.9009529738153,7,7
5,14,1.0063244047619044,1.5276655899628355,1.2359876981438107,81.08276543584755,7,7
5,15,1.343005952380951,2.52126514668367,1.587849220387021,109.24666270697622,7,7
5,16,1.051860119047619,2.2820345142300753,1.5106404318136315,74.2662908423316,7,7
5,17,2.1727678571428566,8.1709658840388,2.858490140622983,228.89659864612747,7,7
5,18,1.4483630952380957,2.8680109126984146,1.6935202723021696,146.13825843836943,7,7
5,19,1.0057870370370368,3.562821502057611,1.8875437748718866,37.78335053486843,7,7
5,20,1.7770006613756602,6.05779029011295,2.461257867455775,442.9751971810933,7,7
5,21,1.480902777777778,3.1001456896415975,1.7607230587578495,107.96128012631169,7,7
5,22,0.2184523809523809,0.10674382716049374,0.32671673841493604,45.870285702074526,7,7
5,23,1.2305059523809523,2.1709466234410426,1.4734132561644213,106.70055896111113,7,7
5,24,1.1699404761904764,1.4258268672052157,1.194079924965333,87.30461088996094,7,7
5,25,2.3564980158730173,10.850488896368748,3.2940080291900853,150.8714860897771,7,7
5,26,1.0822916666666664,1.4468477182539683,1.202849831963229,101.46202335994742,7,7
5,27,1.1546874999999996,4.716503094293271,2.1717511584648164,50.92996935796024,7,7
5,28,1.125,1.311598373724491,1.1452503541691184,91.56155998893195,7,7
5,29,1.5350694444444448,3.6323017742976837,1.905859851693635,126.67624792665993,7,7
5,30,3.0375992063492063,17.59139660493827,4.1942098904249265,301.00503612793517,7,7
5,31,1.4142857142857144,3.0406997084548104,1.7437602210323557,126.91473623052833,7,7
5,32,0.9480324074074089,2.3756284315423737,1.5413073773723311,74.10252803725672,7,7
5,33,1.571527777777779,3.2092250192901295,1.7914309976357252,438.7163000630158,7,7
5,34,1.153373015873016,2.243155313051146,1.4977166998638782,85.45180498883963,7,7
5,35,1.6640625000000004,3.791699883078233,1.9472287700930861,128.89600516433845,7,7
5,36,1.6787202380952386,4.073398260345808,2.0182661520091467,135.73656819734384,7,7
5,37,0.7048611111111132,1.3183352623456839,1.1481878166683723,58.84510380786359,7,7
5,38,1.0595238095238095,1.3560622165532883,1.164500844376374,116.28758915034444,7,7
5,39,2.78625992063492,9.752638180272106,3.122921417562745,767.1742829504765,7,7
5,40,1.626785714285714,3.7090651573129234,1.92589334006661,128.06474569710412,7,7
5,41,1.3195932539682542,2.632401518670741,1.6224677250012527,109.69789978770379,7,7
5,42,1.5436011904761906,3.497521888384984,1.8701662729246789,108.40511455844282,7,7
5,43,1.8532738095238095,4.77536296926178,2.1852603893499234,147.39771045287918,7,7
5,44,2.294047619047617,9.189140359268698,3.031359490273085,720.8421183419495,7,7
5,45,1.6558035714285715,4.349137554327286,2.0854585956875975,318.95497887788093,7,7
5,46,1.9970982142857137,5.68035280257936,2.383349072750226,160.9460848823309,7,7
5,47,1.3776289682539673,2.8166361174099235,1.678283682042438,95.83438162516205,7,7
