iterations,dataset_id,mae,mse,rmse,mape,unique_subsets
1,0,1.4362599206349205,4.868807939263668,2.2065375454008636,102.62705897378022,8
1,1,1.6517857142857144,5.302118764172336,2.3026330068363774,135.33010517949722,8
1,2,1.28125,3.9090888959750583,1.9771415973508468,126.59930319157114,8
1,3,1.361235119047619,4.265153326955782,2.065224764270413,118.23699596572892,8
1,4,1.1741071428571421,3.2658460884353686,1.8071652078422074,85.85637374543929,8
1,5,1.0604166666666668,2.2071361252834474,1.485643337171963,92.11452401564021,8
1,6,1.1295634920634923,2.538941602103805,1.5934056615011147,106.6470575869248,8
1,7,1.042559523809524,1.8760335175736982,1.369683729031523,98.26401466954209,8
1,8,1.2193452380952388,2.731957209388388,1.6528633365733503,111.49847801735496,8
1,9,1.1432705026455026,3.236776092188418,1.799104247170913,86.24545271903605,8
1,10,1.2171874999999992,2.762904177295919,1.662198597429296,112.30560525544617,8
1,11,1.1197916666666665,1.903741053713152,1.379761230689264,98.99513035222711,8
1,12,1.0706349206349202,1.7494332640463601,1.3226614321308232,99.0390264715006,8
1,13,1.4077380952380953,4.096898915816327,2.0240797701218023,122.61944514621858,8
1,14,1.3999751984126985,4.6265991217088684,2.1509530728746427,115.40655797202209,8
1,15,1.2537202380952384,3.7202978847789097,1.9288073736842954,106.61563983375535,8
1,16,0.9020750661375654,1.4949106716374811,1.2226653964341516,211.15743511165402,8
1,17,1.0462301587301595,1.776025407848327,1.3326760325931908,104.50132026438067,8
1,18,1.1427827380952384,3.081738591269842,1.7554881347562115,102.29095537684118,8
1,19,1.1307870370370372,3.8128215020576137,1.9526447454817821,40.11595047898203,8
1,20,1.2787615740740743,3.925271275562696,1.981229738208746,91.99040894252559,8
1,21,1.526438492063492,3.5767081896415975,1.8912187048677362,117.32027319327145,8
1,22,0.2597222222222222,0.1947398589065255,0.4412933932278224,38.74643348518647,8
1,23,1.1990327380952381,2.8110061472505676,1.6766055431289042,120.06843202716615,8
1,24,0.917782738095238,2.006109605300453,1.4163719869089662,64.36671313409035,8
1,25,1.3835813492063491,3.172810324940161,1.7812384245069948,120.96750828229928,8
1,26,1.154017857142857,2.600431547619048,1.6125853613434074,109.37312432450861,8
1,27,1.061111111111111,3.718239205404382,1.9282736334359762,54.76575209512562,8
1,28,1.3895089285714284,4.487528433248298,2.1183787275292154,103.55927653178878,8
1,29,1.1496527777777783,3.143921317948476,1.7731106333075994,91.32578383995917,8
1,30,1.4768353174603175,5.0913966049382715,2.2564123304348147,133.46336038833132,8
1,31,1.683673469387755,6.596618075801748,2.5683882252887216,138.24199665940887,8
1,32,0.9021577380952392,2.148782091154369,1.465872467561339,55.94982714236424,8
1,33,0.6756944444444437,1.1584871720678995,1.0763304195589287,35.692867129309725,8
1,34,0.9278769841269845,1.0630151840828932,1.03102627710592,74.44362183232613,8
1,35,1.0081845238095242,1.783143335459185,1.3353439015696238,78.34108737890486,8
1,36,1.521130952380953,4.339201831774379,2.0830750902870445,145.2844236013106,8
1,37,0.7638888888888907,1.5422935956790202,1.241891136806693,41.95642049414062,8
1,38,1.1071428571428572,2.0176445578231297,1.4204381569864735,136.3267045373772,8
1,39,1.3069940476190474,4.211771364795918,2.05226006266163,81.45643129825571,8
1,40,1.7004464285714282,5.849370216836734,2.4185471293395824,142.9308118380652,8
1,41,1.5279927248677247,5.688973939305659,2.3851570051687707,103.82980402086868,8
1,42,0.8842261904761906,1.7645481780675238,1.3283629692473078,63.605752649365144,8
1,43,1.6362103174603173,6.242401659737968,2.498479869788422,105.83344930201201,8
1,44,1.219791666666667,2.4475666985544238,1.5644701015214142,209.87324429572968,8
1,45,1.094047619047619,2.8473580404383965,1.6874116392980096,66.73057697486968,8
1,46,1.2397321428571428,3.4851147073412685,1.8668461927382418,94.30702182379308,8
1,47,1.541617063492064,5.007774510267073,2.2378057355961607,113.12789398360938,8
2,0,1.262624007936508,3.8401993083112886,1.9596426481150304,94.31615849577405,14
2,1,1.294642857142857,2.3259282879818595,1.525099435440804,103.63618036861433,15
2,2,1.0729166666666665,1.6004951459750567,1.265106772559161,97.39375803657997,15
2,3,0.9769345238095237,1.3812247555272108,1.175255187407063,105.03674271959062,15
2,4,0.6970238095238109,0.5658088860544241,0.7522026894756653,56.27519874963718,15
2,5,0.7361607142857143,0.8239516014739225,0.9077177983679303,58.96499488477755,15
2,6,0.7383184523809531,0.9060918997228529,0.9518885962773442,86.34968475261351,15
2,7,0.8181547619047633,0.9435558390022701,0.9713680244903422,77.19222790041115,15
2,8,0.9481150793650802,1.1543344415312446,1.0743995725665776,83.51574614784079,15
2,9,0.7193948412698408,0.8029219255217512,0.896059108274533,56.92404509688046,15
2,10,0.9236607142857133,1.2040128082482962,1.0972751743515827,77.02655176172404,14
2,11,0.8076636904761905,0.8966726013321995,0.9469279810694156,68.71613445200782,15
2,12,0.9955853174603191,1.2652318751574747,1.1248252642777343,94.74800829835341,15
2,13,1.0046130952380952,1.4633423681972788,1.2096868884952332,91.29386446066184,15
2,14,1.0990575396825393,1.7302635562326767,1.3153948290276485,85.89887143296433,15
2,15,1.1015624999999984,1.772753241921766,1.3314477991726772,90.15929821966573,12
2,16,1.1468253968253972,2.4099425003411867,1.5523989501224182,86.87385197730985,15
2,17,0.7937499999999997,0.9169852292768947,0.9575934572024262,76.11506542314407,15
2,18,0.7604166666666674,0.8761954365079377,0.9360531162855759,77.71296782315962,15
2,19,0.5115740740740744,0.7503215020576143,0.8662110031958808,22.80427561488677,15
2,20,0.9430059523809529,1.3174691095574045,1.147810572157882,101.17538911096086,15
2,21,0.9017361111111111,1.243635272974931,1.115183963736446,71.65295316259808,15
2,22,0.40952380952380957,0.39642636684303356,0.6296239884590116,107.10217457002554,15
2,23,0.9372023809523808,1.2909912662981855,1.1362179660162857,90.02398134167957,15
2,24,0.7867559523809524,0.9052911529195011,0.9514678937933224,58.26232695677626,15
2,25,1.235069444444444,2.3051019916068274,1.5182562338442176,91.08684934858297,15
2,26,1.1157738095238097,1.343883928571429,1.1592600780547173,103.36884983092045,15
2,27,0.9361111111111109,3.1987699593726364,1.7885105421474699,40.075297124235696,14
2,28,1.166517857142856,1.8455269451530583,1.3585017280640677,90.13685729192599,15
2,29,0.8046875000000002,0.979244978662762,0.9895680768207723,72.63074842693857,15
2,30,1.203670634920635,2.0288966049382715,1.4243934164893741,110.55951743374806,15
2,31,1.26734693877551,3.827995626822157,1.9565264186363946,118.56773775369767,14
2,32,1.1116898148148142,2.35650365200092,1.5350907634406898,72.39092060436714,15
2,33,0.6381944444444446,0.7180357831790132,0.8473699210964555,35.62972910220504,15
2,34,0.6021825396825395,0.5699286265432097,0.7549361738208137,47.72988916892683,15
2,35,0.8504464285714285,1.0586269664115646,1.0288959939719684,62.19475136887615,15
2,36,1.4988095238095238,3.062509123441043,1.7500026066954995,118.22818464561449,14
2,37,0.5069444444444441,0.573543595679014,0.7573266109671666,35.15617358324598,15
2,38,1.0297619047619049,1.4346832482993201,1.1977826381690964,110.76036028283274,14
2,39,0.8663194444444446,1.3535558390022675,1.1634241870454076,53.50066818494894,15
2,40,1.382291666666667,2.6202035501700687,1.6187042812601902,116.40578855183885,15
2,41,1.3742890211640209,3.4572775107342317,1.8593755701133194,101.37671454866988,13
2,42,0.4535714285714289,0.32428280108339685,0.569458340077127,31.88684627821976,15
2,43,0.8860119047619047,1.0089691200554298,1.0044745492322988,64.59237228458063,15
2,44,0.7543898809523817,1.008597204506805,1.0042894027653608,60.15035905124084,15
2,45,0.9490575396825397,2.016380857898717,1.4199932598074954,92.39521718000454,14
2,46,0.916443452380953,1.1793855406746032,1.0859951844619768,73.79372725844277,15
2,47,1.1313492063492063,1.9251108197908793,1.387483628656886,87.00244772193024,14
3,0,1.1237599206349205,2.0718833360890656,1.4394038127256248,80.07333194726087,20
